name,mana,card_text,attack,health,durability,class,card_type,rarity,card_mark,minion_type,spell_school
lotus-assassin,5,Stealth  Whenever this attacks and kills a minion  gain Stealth ,5.0,5.0,,['Rogue'],Minion,Epic,3.6,,
lotus-illusionist,4,After this minion attacks a hero  transform it into a random 6-Cost minion ,3.0,5.0,,['Shaman'],Minion,Epic,3.9,,
love-everlasting,3,Your first spell each turn costs (2) less  Lasts until you don't play a spell on your turn ,,,,['Priest'],Spell,Legendary,4.7,,Holy
lowly-squire,1,Inspire :  Gain +1 Attack ,1.0,2.0,,['Neutral'],Minion,Common,2.9,,
lucentbark,8,TauntDeathrattle :  Go dormant  Restore 5 Health to awaken this minion ,4.0,8.0,,['Druid'],Minion,Legendary,3.4,,
luckydo-buccaneer,6,Battlecry :  If your weapon has at least 3 Attack  gain +4/+4 ,5.0,5.0,,['Rogue'],Minion,Epic,3.7,['Pirate'],
luckysoul-hoarder,3,Battlecry :  Shuffle 2 Soul Fragments into your deck Corrupt :  Draw a card ,3.0,4.0,,"['Hunter', 'Warlock', 'Demon Hunter']",Minion,Rare,4.1,,
luminous-geode,2,After a friendly minion is healed  give it +2 Attack ,1.0,4.0,,['Priest'],Minion,Common,2.9,['Elemental'],
lunar-eclipse,2,Deal 3 damage to a minion  Your next spell this turn costs (2) less ,,,,['Druid'],Spell,Common,4.5,,Arcane
lunar-visions,5,Draw 2 cards  Minions drawn cost (2) less ,,,,['Druid'],Spell,Epic,2.9,,Arcane
lunas-pocket-galaxy,7,Change the Cost of minions in your deck to (1) ,,,,['Mage'],Spell,Legendary,4.3,,
lushwater-murcenary,2,Battlecry :  If you control a Murloc  gain +1/+1 ,3.0,2.0,,['Neutral'],Minion,Common,4.5,['Murloc'],
lushwater-scout,2,After you summon a Murloc  give it +1 Attack and Rush ,1.0,3.0,,['Neutral'],Minion,Common,4.1,['Murloc'],
lynessa-sunsorrow,7,Battlecry :  Cast each spell you cast on your minions this game on this one ,1.0,1.0,,['Paladin'],Minion,Legendary,3.7,,
lyra-the-sunshard,5,Whenever you cast a spell  add a random Priest spell to your hand ,3.0,5.0,,['Priest'],Minion,Legendary,3.6,['Elemental'],
mad-bomber,2,Battlecry :  Deal 3 damage randomly split between all other characters ,3.0,2.0,,['Neutral'],Minion,Common,3.0,,
mad-hatter,4,Battlecry :  Randomly toss 3 hats to other minions  Each hat gives +1/+1 ,3.0,2.0,,['Neutral'],Minion,Rare,2.2,,
mad-scientist,2,Deathrattle :  Put a Secret from your deck into the battlefield ,2.0,2.0,,['Neutral'],Minion,Common,4.6,,
mad-summoner,6,Battlecry :  Fill each player's board with 1/1 Imps ,4.0,4.0,,['Neutral'],Minion,Rare,2.5,['Demon'],
madam-goya,6,Battlecry :  Choose a friendly minion  Swap it with a minion in your deck ,4.0,3.0,,['Neutral'],Minion,Legendary,3.2,,
madame-lazul,3,Battlecry :  Discover a copy of a card in your opponent's hand ,3.0,2.0,,['Priest'],Minion,Legendary,4.3,,
madder-bomber,5,Battlecry :  Deal 6 damage randomly split between all other characters ,5.0,4.0,,['Neutral'],Minion,Rare,3.4,,
maddest-bomber,8,Battlecry :  Deal 12 damage randomly split among all other characters ,9.0,8.0,,['Neutral'],Minion,Epic,1.6,,
maelstrom-portal,2,Deal 1 damage to all enemy minions  Summon a random 1-Cost minion ,,,,['Shaman'],Spell,Rare,3.8,,Nature
maestra-of-the-masquerade,2,You start the game as a different class until you play a Rogue card ,3.0,2.0,,['Rogue'],Minion,Legendary,3.7,,
maexxna,6,Poisonous,2.0,8.0,,['Neutral'],Minion,Legendary,2.5,['Beast'],
magehunter,3,RushWhenever this attacks a minion  Silence it ,2.0,3.0,,"['Hunter', 'Demon Hunter']",Minion,Rare,3.5,,
magic-carpet,3,After you play a 1-Cost minion  give it +1 Attack and Rush ,1.0,6.0,,['Neutral'],Minion,Epic,3.2,,
magic-dart-frog,2,After you cast a spell  deal 1 damage to a random enemy minion ,1.0,3.0,,['Mage'],Minion,Common,2.8,['Beast'],
magic-trick,1,Discover a spell that costs (3) or less ,,,,['Mage'],Spell,Rare,3.2,,Arcane
magicfin,3,After a friendly Murloc dies  add a random Legendary card to your hand ,3.0,4.0,,['Shaman'],Minion,Epic,3.0,['Murloc'],
magister-dawngrasp,7,Battlecry :  Recast a spell from each spell school you've cast this game ,,,,['Mage'],Hero,Legendary,3.5,,
magisters-apprentice,2,Your Arcane spells cost (1) less ,3.0,2.0,,['Mage'],Minion,Common,4.6,,
magma-rager,3,You must be logged in to post a comment ,5.0,1.0,,['Neutral'],Minion,,2.4,['Elemental'],
magnataur-alpha,4,Also damage the minions next to whomever he attacks ,5.0,3.0,,['Warrior'],Minion,Epic,2.2,,
magnifying-glaive,3,After your hero attacks  draw until you have 3 cards ,3.0,,2.0,"['Hunter', 'Demon Hunter']",Weapon,Common,4.7,,
magtheridon,4,Dormant  Battlecry :  Summon three 1/3 enemy Warders  When they die  destroy all minions and awaken ,12.0,12.0,,['Neutral'],Minion,Legendary,3.8,['Demon'],
maiden-of-the-lake,4,Your Hero Power costs (1) ,2.0,6.0,,['Neutral'],Minion,Common,2.8,,
maiev-shadowsong,4,Battlecry :  Choose a minion  It goes Dormant for 2 turns ,4.0,3.0,,['Neutral'],Minion,Legendary,4.5,,
mailbox-dancer,2,Battlecry :  Add a Coin to your hand Deathrattle :  Give your opponent one ,3.0,2.0,,['Neutral'],Minion,Rare,2.1,,
majordomo-executus,9,Deathrattle :  Replace your hero with Ragnaros  the Firelord ,9.0,7.0,,['Neutral'],Minion,Legendary,2.5,,
making-mummies,1,Quest :  Play 5 Reborn minions Reward :  Emperor Wraps ,,,,['Paladin'],Spell,Legendary,3.4,,
malchezaars-imp,1,Whenever you discard a card  draw a card ,1.0,3.0,,['Warlock'],Minion,Common,3.4,['Demon'],
malevolent-strike,5,Destroy a minion  Costs (1) less for each card in your deck that didn't start there ,,,,['Rogue'],Spell,Epic,3.5,,
malfurion-the-pestilent,7,Choose One - Summon 2 Poisonous Spiders; or 2 Scarabs with Taunt ,,,,['Druid'],Hero,Legendary,3.6,,
malganis,9,Your other Demons have +2/+2  Your hero is Immune ,9.0,7.0,,['Warlock'],Minion,Legendary,4.7,['Demon'],
malignant-horror,4,RebornAt the end of your turn  spend 4 Corpses to summon a copy of this minion ,2.0,4.0,,['Death Knight'],Minion,Common,2.5,['Undead'],
malkorok,7,Battlecry :  Equip a random weapon ,6.0,5.0,,['Warrior'],Minion,Legendary,3.7,,
malorne,7,Deathrattle :  Shuffle this minion into your deck ,9.0,7.0,,['Druid'],Minion,Legendary,3.4,['Beast'],
malygos,9,Spell Damage +5,4.0,12.0,,['Neutral'],Minion,Legendary,4.6,['Dragon'],
malygos-aspect-of-magic,5,Battlecry :  If you're holding a Dragon  Discover an upgraded Mage spell ,2.0,8.0,,['Mage'],Minion,Legendary,4.7,['Dragon'],
malygos-the-spellweaver,9,Battlecry :  Draw spells until your hand is full ,4.0,12.0,,['Neutral'],Minion,Legendary,3.5,['Dragon'],
man-at-arms,2,Battlecry :  If you have a weapon equipped  gain +1/+1 ,2.0,3.0,,['Warrior'],Minion,Common,3.1,,
man-the-cannons,2,Deal 3 damage to a minion and 1 damage to all other minions ,,,,['Warrior'],Spell,Common,3.7,,
mana-addict,2,Whenever you cast a spell  gain +2 Attack this turn ,1.0,3.0,,['Neutral'],Minion,Rare,2.6,,
mana-bind,3,Secret :  When your opponent casts a spell  add a copy to your hand that costs (0) ,,,,['Mage'],Spell,Rare,3.9,,Arcane
mana-burn,1,Your opponent has 2 fewer Mana Crystals next turn ,,,,"['Hunter', 'Demon Hunter']",Spell,Common,4.3,,Fel
mana-cyclone,2,Battlecry :  For each spell you've cast this turn  add a random Mage spell to your hand ,2.0,2.0,,['Mage'],Minion,Epic,4.2,['Elemental'],
mana-geode,2,Overheal :  Summon a 2/2 Crystal ,2.0,3.0,,['Priest'],Minion,Epic,4.3,['Elemental'],
mana-giant,8,Costs (1) less for each card you've played this game that didn't start in your deck ,8.0,8.0,,['Mage'],Minion,Epic,4.0,['Elemental'],
mana-reservoir,2,Spell Damage +1,0.0,6.0,,['Neutral'],Minion,Common,1.9,['Elemental'],
mana-tide-totem,3,At the end of your turn  draw a card ,0.0,3.0,,['Shaman'],Minion,Rare,4.0,['Totem'],
mana-wraith,2,ALL minions cost (1) more ,2.0,2.0,,['Neutral'],Minion,Rare,2.3,,
mana-wyrm,1,Whenever you cast a spell  gain +1 Attack ,1.0,2.0,,['Mage'],Minion,Common,4.3,,
manafeeder-panthara,2,Battlecry :  If you've used your Hero Power this turn  draw a card ,2.0,3.0,,['Neutral'],Minion,Common,4.0,['Beast'],
manari-mosher,3,Battlecry :  Give a friendly Demon +3 Attack and Lifesteal this turn ,3.0,4.0,,['Warlock'],Minion,Common,4.5,['Demon'],
manic-soulcaster,3,Battlecry :  Choose a friendly minion  Shuffle a copy into your deck ,3.0,4.0,,['Mage'],Minion,Epic,4.1,,
mankrik,3,Battlecry :  Help Mankrik find his wife! She was last seen somewhere in your deck ,3.0,4.0,,['Neutral'],Minion,Legendary,3.7,,
marin-the-fox,8,Battlecry :  Summon a 0/8 Treasure Chest for your opponent  (Break it for awesome loot!),6.0,6.0,,['Neutral'],Minion,Legendary,3.1,,
mark-of-nature,3,Choose One - Give a minion +4 Attack; or +4 Health and Taunt ,,,,['Druid'],Spell,Common,2.6,,Nature
mark-of-scorn,2,Draw a card  If it's not a minion  deal 3 damage to the lowest Health enemy ,,,,"['Hunter', 'Demon Hunter']",Spell,Common,3.3,,
mark-of-the-loa,4,Choose One - Give a minion +2/+4 and Taunt; or Summon two 3/2 Raptors ,,,,['Druid'],Spell,Rare,2.8,,Nature
mark-of-the-lotus,1,Give your minions +1/+1 ,,,,['Druid'],Spell,Common,4.3,,
mark-of-the-spikeshell,2,Give a minion +2/+2  If it has Taunt  add a copy of it to your hand ,,,,['Druid'],Spell,Rare,3.5,,Nature
mark-of-the-wild,2,Give a minion Taunt and +2/+3  (+2 Attack/+3 Health),,,,['Druid'],Spell,Rare,3.0,,Nature
mark-of-yshaarj,2,Give a minion +2/+2  If it's a Beast  draw a card ,,,,['Druid'],Spell,Common,4.1,,
marked-shot,4,Deal 4 damage to a minion Discover a spell ,,,,['Hunter'],Spell,Common,3.6,,
marrow-manipulator,6,Battlecry :  Spend up to 5 Corpses  Deal 2 damage to a random enemy for each ,5.0,5.0,,['Death Knight'],Minion,Rare,3.9,['Undead'],
marrowslicer,4,Battlecry :  Shuffle 2 Soul Fragments into your deck ,4.0,,2.0,"['Hunter', 'Demon Hunter']",Weapon,Common,4.2,,
marsh-drake,3,Battlecry :  Summon a 2/1 Poisonous Drakeslayer for your opponent ,5.0,4.0,,['Neutral'],Minion,Common,2.8,['Dragon'],
marsh-hydra,7,RushAfter this attacks  add a random 8-Cost minion to your hand ,7.0,7.0,,['Druid'],Minion,Epic,3.6,['Beast'],
marshspawn,3,Battlecry :  If you cast a spell last turn  Discover a spell ,3.0,4.0,,['Shaman'],Minion,Common,3.9,['Elemental'],
mask-of-cthun,7,Deal 10 damage randomly split between all enemies ,,,,['Mage'],Spell,Rare,2.9,,Shadow
masked-contender,3,Battlecry :  If you control a Secret  play a Secret from your deck ,2.0,4.0,,['Neutral'],Minion,Epic,4.0,,
masked-reveler,6,RushDeathrattle :  Summon a 2/2 copy of another minion in your deck ,4.0,4.0,,['Neutral'],Minion,Common,3.2,,
mass-dispel,4,Silence all enemy minions  Draw a card ,,,,['Priest'],Spell,Rare,3.5,,Holy
mass-hysteria,5,Force each minion to attack another random minion ,,,,['Priest'],Spell,Rare,3.9,,Shadow
mass-polymorph,7,Transform all minions into 1/1 Sheep ,,,,['Mage'],Spell,Epic,4.3,,Arcane
mass-resurrection,9,Summon 3 friendly minions that died this game ,,,,['Priest'],Spell,Rare,3.3,,Holy
master-jouster,6,Battlecry :  Reveal a minion in each deck  If yours costs more  gain Taunt and Divine Shield ,5.0,6.0,,['Neutral'],Minion,Rare,3.3,,
master-oakheart,9,Battlecry :  Recruit a 1  2  and 3-Attack minion ,5.0,5.0,,['Neutral'],Minion,Legendary,3.2,,
master-of-ceremonies,3,Battlecry :  If you have a minion with Spell Damage  gain +2/+2 ,4.0,2.0,,['Neutral'],Minion,Epic,2.7,,
master-of-disguise,4,Battlecry :  Give a friendly minion Stealth until your next turn ,4.0,4.0,,['Rogue'],Minion,Rare,2.1,,
master-of-evolution,4,Battlecry :  Transform a friendly minion into a random one that costs (1) more ,4.0,5.0,,['Shaman'],Minion,Rare,4.8,,
master-swordsmith,2,At the end of your turn  give another random friendly minion +1 Attack ,1.0,3.0,,['Neutral'],Minion,Rare,2.4,,
masters-call,3,Discover a minion from your deck  If all 3 are Beasts  draw them all ,,,,['Hunter'],Spell,Epic,4.4,,
mawsworn-bailiff,5,Taunt  Battlecry :  If you have 4 or more Armor  gain +4/+4 ,4.0,4.0,,['Warrior'],Minion,Common,3.4,,
maxima-blastenheimer,6,Battlecry :  Summon a minion from your deck  It attacks the enemy hero  then dies ,4.0,4.0,,['Hunter'],Minion,Legendary,2.9,,
mayor-noggenfogger,9,All targets are chosen randomly ,5.0,4.0,,['Neutral'],Minion,Legendary,2.7,,
maze-guide,2,Battlecry :  Summon a random 2-Cost minion ,1.0,1.0,,['Neutral'],Minion,Common,2.6,,
mc-blingtron,5,Battlecry :  Both players equip a 1/2 Microphones  Your opponent's increases all damage they take by 1!,5.0,5.0,,['Rogue'],Minion,Legendary,3.7,['Mech'],
meanstreet-marshal,1,Deathrattle :  If this minion has 2 or more Attack  draw a card ,1.0,2.0,,['Paladin'],Minion,Epic,3.0,,
meat-grinder,3,Battlecry :  Shred a random minion in your deck to gain 4 Corpses ,3.0,4.0,,['Death Knight'],Minion,Epic,2.7,['Mech'],
meat-wagon,4,Deathrattle :  Summon a minion from your deck with less Attack than this minion ,1.0,4.0,,['Neutral'],Minion,Epic,2.1,['Mech'],
mech-bear-cat,6,Whenever this minion takes damage  add a Spare Part card to your hand ,7.0,6.0,,['Druid'],Minion,Rare,3.3,['Mech'],
mecha-shark,3,After you summon a Mech  deal 3 damage randomly split between all enemies ,4.0,3.0,,['Mage'],Minion,Common,4.0,['Mech'],
mechanical-whelp,6,Deathrattle :  Summon a 7/7 Mechanical Dragon ,2.0,2.0,,['Neutral'],Minion,Rare,2.8,['Mech'],
mechanical-yeti,4,Deathrattle :  Give each player a Spare Part ,4.0,5.0,,['Neutral'],Minion,Common,3.9,['Mech'],
mechano-egg,5,Deathrattle :  Summon an 8/8 Robosaur ,0.0,5.0,,['Paladin'],Minion,Common,3.4,['Mech'],
mecharoo,1,Deathrattle :  Summon a 1/1 Jo-E Bot ,1.0,1.0,,['Neutral'],Minion,Common,4.3,['Mech'],
mechathun,10,Deathrattle :  If you have no cards in your deck  hand  and battlefield  destroy the enemy hero ,10.0,10.0,,['Neutral'],Minion,Legendary,3.3,['Mech'],
mechwarper,2,Your Mechs cost (1) less ,2.0,3.0,,['Neutral'],Minion,Common,4.7,['Mech'],
medivh-the-guardian,8,Battlecry :  Equip Atiesh  Greatstaff of the Guardian ,7.0,7.0,,['Neutral'],Minion,Legendary,4.3,,
medivhs-valet,2,Battlecry :  If you control a Secret  deal 3 damage ,2.0,3.0,,['Mage'],Minion,Common,4.3,,
meeting-stone,1,At the end of your turn  add a 2/2 Adventurer with a random bonus effect to your hand ,0.0,2.0,,['Neutral'],Minion,Common,2.4,,
mekgineer-thermaplugg,9,Whenever an enemy minion dies  summon a Leper Gnome ,9.0,7.0,,['Neutral'],Minion,Legendary,2.7,['Mech'],
melomania,0,Each time you play a minion this turn  add a random Shaman spell to your hand ,,,,['Shaman'],Spell,Epic,3.5,,
menacing-nimbus,2,Battlecry :  Add a random Elemental to your hand ,2.0,3.0,,['Shaman'],Minion,Common,3.9,['Elemental'],
menagerie-magician,5,Battlecry :  Give a random friendly Beast  Dragon  and Murloc +2/+2 ,4.0,4.0,,['Neutral'],Minion,Common,3.0,,
menagerie-warden,5,Battlecry :  Choose a friendly Beast  Summon a copy of it ,4.0,4.0,,['Druid'],Minion,Common,4.6,,
merch-seller,4,At the end of your turn  put a random spell on the top of your opponent's deck ,3.0,5.0,,['Neutral'],Minion,Common,2.5,['Naga'],
messenger-raven,3,Battlecry :  Discover a Mage minion ,3.0,2.0,,['Mage'],Minion,Common,3.5,['Beast'],
metaltooth-leaper,3,Battlecry :  Give your other Mechs +2 Attack ,3.0,3.0,,['Hunter'],Minion,Rare,3.4,['Mech'],
metamorfin,1,TauntBattlecry :  If you've cast a Fel spell this turn  gain +2/+2 ,1.0,2.0,,"['Hunter', 'Demon Hunter']",Minion,Common,3.8,['Murloc'],
metamorphosis,4,Swap your Hero Power to Deal 4 damage  After 2 uses  swap it back ,,,,"['Hunter', 'Demon Hunter']",Spell,Legendary,4.0,,Fel
meteor,6,Deal 15 damage to a minion and 3 damage to adjacent ones ,,,,['Mage'],Spell,Epic,4.1,,Fire
meteorologist,6,Battlecry :  For each card in your hand  deal 1 damage to a random enemy ,3.0,3.0,,['Mage'],Minion,Rare,2.5,,
metrognome,3,After you play a 1-Cost card  draw a 2-Cost card  (Then increase!),2.0,4.0,,['Neutral'],Minion,Rare,2.8,['Mech'],
mic-drop,3,Draw 2 cards Finale :  Give your weapon +2 Attack ,,,,['Rogue'],Spell,Common,3.7,,
micro-machine,2,At the start of each turn  gain +1 Attack ,1.0,2.0,,['Neutral'],Minion,Common,3.7,['Mech'],
micro-mummy,2,RebornAt the end of your turn  give another random friendly minion +1 Attack ,1.0,2.0,,['Paladin'],Minion,Epic,3.9,['Mech'],
microtech-controller,3,Battlecry :  Summon two 1/1 Microbots ,2.0,1.0,,['Neutral'],Minion,Common,2.4,,
mida-pure-light,6,Divine Shield  LifestealDeathrattle :  Shuffle a Fragment into your deck that resummons Mi'da when drawn ,4.0,6.0,,['Priest'],Minion,Legendary,3.9,,
midnight-drake,4,Battlecry :  Gain +1 Attack for each other card in your hand ,1.0,4.0,,['Neutral'],Minion,Rare,3.4,['Dragon'],
midway-maniac,2,Taunt,1.0,5.0,,['Warlock'],Minion,Common,3.5,['Demon'],
might-of-menethil,4,Battlecry :  Spend up to 3 Corpses  Freeze that many enemy minions ,4.0,,2.0,['Death Knight'],Weapon,Epic,4.0,,
militia-commander,4,RushBattlecry :  Gain +3 Attack this turn ,2.0,5.0,,['Warrior'],Minion,Rare,3.9,,
millhouse-manastorm,2,Battlecry :  Enemy spells cost (0) next turn ,4.0,4.0,,['Neutral'],Minion,Legendary,2.1,,
mimic-pod,3,Draw a card  then add a copy of it to your hand ,,,,['Rogue'],Spell,Rare,3.2,,Nature
mimirons-head,5,At the start of your turn  if you have at least 3 Mechs  destroy them all and form V-07-TR-0N ,4.0,5.0,,['Neutral'],Minion,Legendary,3.0,['Mech'],
mind-blast,2,Deal 5 damage to the enemy hero ,,,,['Priest'],Spell,Common,3.6,,Shadow
mind-control,10,Take control of an enemy minion ,,,,['Priest'],Spell,,4.1,,
mind-control-tech,3,Battlecry :  If your opponent has 4 or more minions  take control of one at random ,3.0,3.0,,['Neutral'],Minion,Rare,4.4,,
mind-eater,2,Deathrattle :  Add a copy of a card in your opponent's deck to your hand ,,,,['Priest'],,Common,3.5,['Undead'],
mind-sear,1,Deal 2 damage to a minion  If it dies  deal 3 damage to the enemy hero ,,,,['Priest'],Spell,Common,4.5,,Shadow
mind-vision,1,Put a copy of a random card in your opponent's hand into your hand ,,,,['Priest'],Spell,,3.2,,
mindbreaker,3,Hero Powers are disabled ,2.0,5.0,,['Neutral'],Minion,Rare,3.9,,
mindflayer-kaahrj,3,Battlecry :  Choose an enemy minion Deathrattle :  Summon a new copy of it ,3.0,3.0,,['Priest'],Minion,Legendary,3.4,,
mindgames,4,Put a copy of a random minion from your opponent's deck into the battlefield ,,,,['Priest'],Spell,Epic,3.1,,Shadow
mindrender-illucia,3,Battlecry :  Swap hands and decks with your opponent until your next turn ,1.0,3.0,,['Priest'],Minion,Legendary,4.2,,
minefield,2,Deal 5 damage randomly split among all minions ,,,,['Warrior'],Spell,Common,3.5,,
mini-mage,3,StealthSpell Damage +1,3.0,1.0,,['Neutral'],Minion,Epic,2.1,,
miracle-growth,8,Draw 3 cards  Summon a Plant with Taunt and stats equal to your hand size ,,,,['Druid'],Spell,Common,4.0,,Nature
mirage-caller,3,Battlecry :  Choose a friendly minion  Summon a 1/1 copy of it ,2.0,3.0,,['Priest'],Minion,Rare,4.1,,
mire-keeper,4,Choose One - Summon a 2/2 Slime; or gain an empty Mana Crystal ,3.0,3.0,,['Druid'],Minion,Rare,4.5,,
mirror-entity,3,Secret :  After your opponent plays a minion  summon a copy of it ,,,,['Mage'],Spell,Common,4.1,,Arcane
mirror-image,1,Summon two 0/2 minions with Taunt ,,,,['Mage'],Spell,,3.6,,
mischief-maker,3,Battlecry :  Swap the top card of your deck with your opponent's ,3.0,3.0,,['Neutral'],Minion,Epic,2.2,,
mischievous-imp,4,Battlecry :  Summon a copy of this  Infuse (3) :  Summon two copies instead ,3.0,3.0,,['Warlock'],Minion,Rare,4.0,['Demon'],
misdirection,2,Secret :  When a character attacks your hero  instead he attacks another random character ,,,,['Hunter'],Spell,Rare,3.1,,
mish-mash-mosher,8,RushAfter this attacks  gain +1 Attack and attack a random enemy minion ,3.0,10.0,,['Neutral'],Minion,Rare,2.1,['Undead'],
missile-launcher,6,MagneticAt the end of your turn  deal 1 damage to all other characters ,4.0,4.0,,['Neutral'],Minion,Rare,2.8,['Mech'],
mistake,1,This has all minion types ,1.0,3.0,,['Neutral'],Minion,Epic,4.5,['Amalgam'],
mister-mukla,6,Rush  Battlecry :  Fill your opponent's hand with Bananas ,10.0,10.0,,['Hunter'],Minion,Legendary,4.0,['Beast'],
mistress-of-mixtures,1,Deathrattle :  Restore 4 Health to both players ,2.0,2.0,,['Neutral'],Minion,Common,4.5,,
mistrunner,5,Battlecry :  Give a friendly minion +3/+3 Overload :  (1),4.0,4.0,,['Shaman'],Minion,Common,3.9,,
mistwraith,4,Whenever you play an Echo card  gain +1/+1 ,3.0,5.0,,['Rogue'],Minion,Rare,3.1,,
mixtape,1,Discover a copy of a card your opponent played this game ,,,,['Rogue'],Spell,Common,4.0,,
moarg-artificer,2,All minions take double damage from spells ,2.0,4.0,,['Neutral'],Minion,Epic,3.6,['Demon'],
