,name,cardSet,type,text,playerClass,rarity,health,mechanics,cost,attack,race,spellSchool,durability,Category,armor,multiClassGroup
8719,Wyrmrest Purifier,Descent of Dragons,Minion,[x]<b>Battlecry:</b> Transform all\nNeutral cards in your deck\ninto random cards from\nyour class.,Neutral,Epic,2.0,[{'name': 'Battlecry'}],2.0,3.0,,,,Descent of Dragons,,
8720,Ancharrr,Descent of Dragons,Weapon,"After your hero attacks, draw a Pirate from your_deck.",Warrior,Legendary,,,3.0,2.0,,,2.0,Descent of Dragons,,
8721,Awaken!,Descent of Dragons,Spell,<b>Invoke</b> Galakrond. Deal_$1 damage to all_minions.,Warrior,Common,,[{'name': 'Invoke'}],3.0,,,,,Descent of Dragons,,
8722,Bad Luck Albatross,Descent of Dragons,Minion,<b>Deathrattle:</b> Shuffle two 1/1 Albatross into your opponent's deck.,Neutral,Rare,3.0,[{'name': 'Deathrattle'}],3.0,4.0,Beast,,,Descent of Dragons,,
8723,Blowtorch Saboteur,Descent of Dragons,Minion,<b>Battlecry:</b> Your opponent's next Hero Power costs (3).,Neutral,Epic,4.0,[{'name': 'Battlecry'}],3.0,3.0,,,,Descent of Dragons,,
8724,Breath of the Infinite,Descent of Dragons,Spell,"Deal $2 damage to all minions. If you're holding a Dragon, only damage enemies.",Priest,Rare,,,3.0,,,,,Descent of Dragons,,
8725,Bronze Explorer,Descent of Dragons,Minion,<b>Lifesteal</b>\n<b>Battlecry:</b> <b>Discover</b> a Dragon.,Paladin,Common,3.0,"[{'name': 'Battlecry'}, {'name': 'Lifesteal'}, {'name': 'Discover'}]",3.0,2.0,Dragon,,,Descent of Dragons,,
8726,Chenvaala,Descent of Dragons,Minion,"After you cast three spells in a turn, summon a 5/5_Elemental.",Mage,Legendary,5.0,,3.0,2.0,Elemental,,,Descent of Dragons,,
8727,Dark Skies,Descent of Dragons,Spell,[x]Deal $1 damage to a\nrandom minion. Repeat\nfor each card in your hand.,Warlock,Epic,,,3.0,,,Fel,,Descent of Dragons,,
8728,Diving Gryphon,Descent of Dragons,Minion,<b>Rush</b>\n<b>Battlecry:</b> Draw a <b>Rush</b> minion_from_your_deck.,Hunter,Rare,1.0,"[{'name': 'Battlecry'}, {'name': 'Rush'}]",3.0,4.0,Beast,,,Descent of Dragons,,
8729,Dragonblight Cultist,Descent of Dragons,Minion,[x]<b>Battlecry:</b> <b>Invoke</b> Galakrond.\nGain +1 Attack for each\nother friendly minion.,Warlock,Rare,1.0,"[{'name': 'Battlecry'}, {'name': 'Invoke'}]",3.0,1.0,,,,Descent of Dragons,,
8730,Dragonrider Talritha,Descent of Dragons,Minion,<b>Deathrattle:</b> Give a Dragon in your hand +3/+3 and this <b>Deathrattle</b>.,Paladin,Legendary,3.0,[{'name': 'Deathrattle'}],3.0,3.0,,,,Descent of Dragons,,
8731,Dread Raven,Descent of Dragons,Minion,Has +3 Attack for each other Dread Raven you_control.,Neutral,Epic,4.0,[{'name': 'Aura'}],3.0,3.0,Beast,,,Descent of Dragons,,
8732,EVIL Quartermaster,Descent of Dragons,Minion,<b>Battlecry:</b> Add a <b>Lackey</b> to your hand. Gain 3 Armor.,Warrior,Common,3.0,[{'name': 'Battlecry'}],3.0,2.0,,,,Descent of Dragons,,
8733,Fiendish Rites,Descent of Dragons,Spell,<b>Invoke</b> Galakrond.\nGive your minions +1_Attack.,Warlock,Common,,[{'name': 'Invoke'}],3.0,,,,,Descent of Dragons,,
8734,Fire Hawk,Descent of Dragons,Minion,<b>Battlecry:</b> Gain +1 Attack for each card in your opponent's hand.,Neutral,Common,3.0,[{'name': 'Battlecry'}],3.0,1.0,Elemental,,,Descent of Dragons,,
8735,Goboglide Tech,Descent of Dragons,Minion,"<b>Battlecry:</b> If you control a_Mech, gain +1/+1 and_<b>Rush</b>.",Neutral,Common,3.0,"[{'name': 'Battlecry'}, {'name': 'Rush'}]",3.0,3.0,,,,Descent of Dragons,,
8736,Lightning Breath,Descent of Dragons,Spell,"[x]Deal $4 damage to a\nminion. If you're holding\na Dragon, also damage\nits neighbors.",Shaman,Rare,,,3.0,,,Nature,,Descent of Dragons,,
8737,Living Dragonbreath,Descent of Dragons,Minion,Your minions can't be_<b>Frozen</b>.,Neutral,Common,4.0,"[{'name': 'Aura'}, {'name': 'Freeze'}]",3.0,3.0,Elemental,,,Descent of Dragons,,
8739,Mindflayer Kaahrj,Descent of Dragons,Minion,<b>Battlecry:</b> Choose an\nenemy minion.\n<b>Deathrattle:</b> Summon a new copy of it.,Priest,Legendary,3.0,"[{'name': 'Battlecry'}, {'name': 'Deathrattle'}]",3.0,3.0,,,,Descent of Dragons,,
8740,Primordial Explorer,Descent of Dragons,Minion,<b>Poisonous</b>\n<b>Battlecry:</b> <b>Discover</b> a Dragon.,Hunter,Common,3.0,"[{'name': 'Battlecry'}, {'name': 'Poisonous'}, {'name': 'Discover'}]",3.0,2.0,Dragon,,,Descent of Dragons,,
8741,Ramming Speed,Descent of Dragons,Spell,Force a minion to attack one of its neighbors.,Warrior,Epic,,,3.0,,,,,Descent of Dragons,,
8742,Scalerider,Descent of Dragons,Minion,"<b>Battlecry:</b> If you're holding a Dragon, deal 2 damage.",Neutral,Common,3.0,[{'name': 'Battlecry'}],3.0,3.0,,,,Descent of Dragons,,
8743,Scion of Ruin,Descent of Dragons,Minion,"<b>Rush</b>. <b>Battlecry:</b> If you've <b>Invoked</b> twice, summon 2_copies of this.",Warrior,Epic,2.0,"[{'name': 'Battlecry'}, {'name': 'Rush'}, {'name': 'Invoke'}]",3.0,3.0,Dragon,,,Descent of Dragons,,
8744,Seal Fate,Descent of Dragons,Spell,Deal $3 damage to an undamaged character. <b>Invoke</b> Galakrond.,Rogue,Rare,,[{'name': 'Invoke'}],3.0,,,,,Descent of Dragons,,
8745,Sky Claw,Descent of Dragons,Minion,Your other Mechs\nhave +1 Attack.\n<b>Battlecry:</b> Summon two 1/1 Microcopters.,Paladin,Rare,2.0,"[{'name': 'Battlecry'}, {'name': 'Aura'}]",3.0,1.0,Mech,,,Descent of Dragons,,
8746,Skybarge,Descent of Dragons,Minion,"[x]After you summon a\nPirate, deal 2 damage\nto a random enemy.",Warrior,Rare,5.0,,3.0,2.0,Mech,,,Descent of Dragons,,
8747,Stormhammer,Descent of Dragons,Weapon,Doesn't lose Durability while you control a_Dragon.,Hunter,Epic,,,3.0,3.0,,,2.0,Descent of Dragons,,
8748,Azure Explorer,Descent of Dragons,Minion,<b>Spell Damage +2</b>\n<b>Battlecry:</b> <b>Discover</b> a Dragon.,Mage,Common,3.0,"[{'name': 'Battlecry'}, {'name': 'Spell Damage'}, {'name': 'Discover'}]",4.0,2.0,Dragon,,,Descent of Dragons,,
8749,Devoted Maniac,Descent of Dragons,Minion,<b>Rush</b>\n<b>Battlecry:</b> <b>Invoke</b> Galakrond.,Neutral,Common,2.0,"[{'name': 'Rush'}, {'name': 'Battlecry'}, {'name': 'Invoke'}]",4.0,2.0,,,,Descent of Dragons,,
8750,Dragonbane,Descent of Dragons,Minion,"After you use your Hero Power, deal 5 damage to a random enemy.",Hunter,Legendary,5.0,,4.0,3.0,Mech,,,Descent of Dragons,,
8751,Dragonmaw Poacher,Descent of Dragons,Minion,"<b>Battlecry:</b> If your opponent controls a Dragon, gain +4/+4 and <b>Rush</b>.",Neutral,Rare,4.0,"[{'name': 'Battlecry'}, {'name': 'Rush'}]",4.0,4.0,,,,Descent of Dragons,,
8752,Evasive Feywing,Descent of Dragons,Minion,Can't be targeted by spells or Hero Powers.,Neutral,Common,4.0,,4.0,5.0,Dragon,,,Descent of Dragons,,
8753,Fate Weaver,Descent of Dragons,Minion,"[x]<b>Battlecry:</b> If you've <b>Invoked</b>\ntwice, reduce the Cost of\ncards in your hand by (1).",Priest,Epic,6.0,"[{'name': 'Battlecry'}, {'name': 'Invoke'}]",4.0,3.0,Dragon,,,Descent of Dragons,,
8754,Frizz Kindleroost,Descent of Dragons,Minion,<b>Battlecry:</b> Reduce the Cost of Dragons in your deck by_(2).,Neutral,Legendary,4.0,[{'name': 'Battlecry'}],4.0,5.0,,,,Descent of Dragons,,
8755,Grave Rune,Descent of Dragons,Spell,"Give a minion ""<b>Deathrattle:</b> Summon 2 copies of this.""",Priest,Common,,[{'name': 'Deathrattle'}],4.0,,,Shadow,,Descent of Dragons,,
8757,Hippogryph,Descent of Dragons,Minion,<b>Rush</b>\n<b>Taunt</b>,Neutral,Common,6.0,"[{'name': 'Rush'}, {'name': 'Taunt'}]",4.0,2.0,Beast,,,Descent of Dragons,,
8758,Hoard Pillager,Descent of Dragons,Minion,<b>Battlecry:</b> Equip one of your destroyed weapons.,Neutral,Rare,2.0,[{'name': 'Battlecry'}],4.0,4.0,Pirate,,,Descent of Dragons,,
8760,Lightforged Zealot,Descent of Dragons,Minion,"<b>Battlecry:</b> If your deck has no Neutral cards, equip a __4/2_Truesilver_Champion._",Paladin,Rare,2.0,[{'name': 'Battlecry'}],4.0,4.0,,,,Descent of Dragons,,
8763,Molten Breath,Descent of Dragons,Spell,"[x]Deal $5 damage to a\nminion. If you're holding\na Dragon, gain 5 Armor.",Warrior,Rare,,,4.0,,,Fire,,Descent of Dragons,,
8764,Necrium Apothecary,Descent of Dragons,Minion,<b>Combo:</b> Draw a <b>Deathrattle</b> minion from your deck and gain its <b>Deathrattle</b>.,Rogue,Epic,5.0,"[{'name': 'Combo'}, {'name': 'Deathrattle'}]",4.0,2.0,,,,Descent of Dragons,,
8765,Nozdormu the Timeless,Descent of Dragons,Minion,<b>Battlecry:</b> Set each player to 10 Mana Crystals.,Paladin,Legendary,8.0,[{'name': 'Battlecry'}],4.0,8.0,Dragon,,,Descent of Dragons,,
8766,Squallhunter,Descent of Dragons,Minion,<b>Spell Damage +2</b>\n<b>Overload:</b> (2),Shaman,Common,7.0,"[{'name': 'Spell Damage'}, {'name': 'Overload'}]",4.0,5.0,Dragon,,,Descent of Dragons,,
8768,Troll Batrider,Descent of Dragons,Minion,<b>Battlecry:</b> Deal 3 damage to a random enemy minion.,Neutral,Common,3.0,[{'name': 'Battlecry'}],4.0,3.0,,,,Descent of Dragons,,
8770,Umbral Skulker,Descent of Dragons,Minion,"[x]<b>Battlecry:</b> If you've <b>Invoked</b>\ntwice, add 3 Coins to\nyour hand.",Rogue,Epic,3.0,"[{'name': 'Battlecry'}, {'name': 'Invoke'}]",4.0,3.0,,,,Descent of Dragons,,
8771,Veiled Worshipper,Descent of Dragons,Minion,"[x]<b>Battlecry:</b> If you've <b>Invoked</b>\ntwice, draw 3 cards.",Warlock,Epic,4.0,"[{'name': 'Battlecry'}, {'name': 'Invoke'}]",4.0,5.0,,,,Descent of Dragons,,
8772,Wing Commander,Descent of Dragons,Minion,Has +2 Attack for each Dragon in your hand.,Neutral,Common,5.0,,4.0,2.0,,,,Descent of Dragons,,
8773,Zul'Drak Ritualist,Descent of Dragons,Minion,[x]<b>Taunt</b>\n <b>Battlecry:</b> Summon three\nrandom 1-Cost minions\nfor your opponent.,Neutral,Rare,9.0,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",4.0,3.0,,,,Descent of Dragons,,
8774,Aeroponics,Descent of Dragons,Spell,Draw 2 cards.\nCosts (2) less for each Treant you control.,Druid,Rare,,,5.0,,,Nature,,Descent of Dragons,,
8775,Amber Watcher,Descent of Dragons,Minion,<b>Battlecry:</b> Restore #8_Health.,Paladin,Common,6.0,[{'name': 'Battlecry'}],5.0,4.0,Dragon,,,Descent of Dragons,,
8776,Bandersmosh,Descent of Dragons,Minion,"[x]Each turn this is in your\nhand, transform it into a\n5/5 copy of a random\n<b>Legendary</b> minion.",Shaman,Legendary,5.0,,5.0,5.0,,,,Descent of Dragons,,
8777,Big Ol' Whelp,Descent of Dragons,Minion,<b>Battlecry:</b> Draw a card.,Neutral,Common,5.0,[{'name': 'Battlecry'}],5.0,5.0,Dragon,,,Descent of Dragons,,
8778,Chromatic Egg,Descent of Dragons,Minion,[x]<b>Battlecry:</b> Secretly <b>Discover</b>\na Dragon to hatch into.\n<b>Deathrattle:</b> Hatch!,Neutral,Epic,3.0,"[{'name': 'Battlecry'}, {'name': 'Deathrattle'}, {'name': 'Discover'}]",5.0,0.0,,,,Descent of Dragons,,
8779,Chronobreaker,Descent of Dragons,Minion,"[x]<b>Deathrattle:</b> If you're holding\na Dragon, deal 3 damage\nto all enemy minions.",Priest,Rare,5.0,[{'name': 'Deathrattle'}],5.0,4.0,Dragon,,,Descent of Dragons,,
8780,Cobalt Spellkin,Descent of Dragons,Minion,<b>Battlecry:</b> Add two 1-Cost spells from your class to_your hand.,Neutral,Rare,5.0,[{'name': 'Battlecry'}],5.0,3.0,Dragon,,,Descent of Dragons,,
8781,Corrupt Elementalist,Descent of Dragons,Minion,<b>Battlecry:</b> <b>Invoke</b> Galakrond twice.,Shaman,Rare,3.0,"[{'name': 'Battlecry'}, {'name': 'Invoke'}]",5.0,3.0,,,,Descent of Dragons,,
8782,Crazed Netherwing,Descent of Dragons,Minion,"<b>Battlecry:</b> If you're holding\na Dragon, deal 3 damage to all other characters.",Warlock,Rare,5.0,[{'name': 'Battlecry'}],5.0,5.0,Dragon,,,Descent of Dragons,,
8783,Cumulo-Maximus,Descent of Dragons,Minion,"<b>Battlecry:</b> If you have <b>Overloaded</b> Mana Crystals, deal 5 damage.",Shaman,Epic,5.0,"[{'name': 'Battlecry'}, {'name': 'Overload'}]",5.0,5.0,Elemental,,,Descent of Dragons,,
8785,Dragon's Pack,Descent of Dragons,Spell,"Summon two 2/3 Spirit Wolves with <b>Taunt</b>. If you've <b>Invoked</b> twice, give them +3/+3.",Shaman,Epic,,"[{'name': 'Invoke'}, {'name': 'Taunt'}]",5.0,,,,,Descent of Dragons,,
8786,Faceless Corruptor,Descent of Dragons,Minion,[x]<b>Rush</b>. <b>Battlecry:</b> Transform\none of your minions into\na copy of this.,Neutral,Rare,4.0,"[{'name': 'Rush'}, {'name': 'Battlecry'}]",5.0,4.0,,,,Descent of Dragons,,
8787,Kobold Stickyfinger,Descent of Dragons,Minion,<b>Battlecry:</b> Steal your opponent's weapon.,Neutral,Epic,4.0,[{'name': 'Battlecry'}],5.0,4.0,Pirate,,,Descent of Dragons,,
8788,"Malygos, Aspect of Magic",Descent of Dragons,Minion,"[x]<b>Battlecry:</b> If you're holding\na Dragon, <b>Discover</b> an\n upgraded Mage spell.",Mage,Legendary,8.0,"[{'name': 'Battlecry'}, {'name': 'Discover'}]",5.0,2.0,Dragon,,,Descent of Dragons,,
8789,Platebreaker,Descent of Dragons,Minion,<b>Battlecry:</b> Destroy your opponent's Armor.,Neutral,Common,5.0,[{'name': 'Battlecry'}],5.0,5.0,,,,Descent of Dragons,,
8790,Rolling Fireball,Descent of Dragons,Spell,Deal $8 damage to a minion. Any excess damage continues to\nthe left or right.,Mage,Epic,,[{'name': 'ImmuneToSpellpower'}],5.0,,,Fire,,Descent of Dragons,,
8791,Shield of Galakrond,Descent of Dragons,Minion,<b>Taunt</b>\n<b>Battlecry:</b> <b>Invoke</b> Galakrond.,Neutral,Common,5.0,"[{'name': 'Taunt'}, {'name': 'Battlecry'}, {'name': 'Invoke'}]",5.0,4.0,,,,Descent of Dragons,,
8792,Skyfin,Descent of Dragons,Minion,"<b>Battlecry:</b> If you're holding a Dragon, summon 2 random Murlocs.",Neutral,Epic,3.0,[{'name': 'Battlecry'}],5.0,3.0,Murloc,,,Descent of Dragons,,
8794,Stowaway,Descent of Dragons,Minion,"[x]<b>Battlecry:</b> If there are cards\nin your deck that didn't start\nthere, draw 2 of them.",Rogue,Rare,4.0,[{'name': 'Battlecry'}],5.0,4.0,,,,Descent of Dragons,,
8795,Tentacled Menace,Descent of Dragons,Minion,<b>Battlecry:</b> Each player draws a card. Swap their_Costs.,Neutral,Epic,5.0,[{'name': 'Battlecry'}],5.0,6.0,,,,Descent of Dragons,,
8796,Time Rip,Descent of Dragons,Spell,Destroy a minion.\n<b>Invoke</b> Galakrond.,Priest,Rare,,[{'name': 'Invoke'}],5.0,,,,,Descent of Dragons,,
8797,Waxadred,Descent of Dragons,Minion,[x]<b>Deathrattle:</b> Shuffle a\nCandle into your deck that\nresummons Waxadred\nwhen drawn.,Rogue,Legendary,5.0,[{'name': 'Deathrattle'}],5.0,7.0,Dragon,,,Descent of Dragons,,
8799,Abyssal Summoner,Descent of Dragons,Minion,[x]<b>Battlecry:</b> Summon a\nDemon with <b>Taunt</b> and stats\nequal to your hand size.,Warlock,Common,2.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",6.0,2.0,,,,Descent of Dragons,,
8800,Camouflaged Dirigible,Descent of Dragons,Minion,<b>Battlecry:</b> Give your other Mechs <b>Stealth</b> until your_next turn.,Neutral,Common,6.0,"[{'name': 'Battlecry'}, {'name': 'Stealth'}]",6.0,6.0,Mech,,,Descent of Dragons,,
8801,Candle Breath,Descent of Dragons,Spell,Draw 3 cards. Costs (3)_less while you're holding a Dragon.,Rogue,Common,,,6.0,,,Fire,,Descent of Dragons,,
8803,Dragoncaster,Descent of Dragons,Minion,"<b>Battlecry:</b> If you're holding a Dragon, your next spell this turn costs (0).",Mage,Rare,4.0,[{'name': 'Battlecry'}],6.0,4.0,,,,Descent of Dragons,,
8804,Emerald Explorer,Descent of Dragons,Minion,<b>Taunt</b>\n<b>Battlecry:</b> <b>Discover</b> a Dragon.,Druid,Common,8.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}, {'name': 'Discover'}]",6.0,4.0,Dragon,,,Descent of Dragons,,
8805,Evasive Wyrm,Descent of Dragons,Minion,"<b>Divine Shield</b>, <b>Rush</b>\nCan't be targeted by spells or Hero Powers.",Neutral,Common,3.0,"[{'name': 'Divine Shield'}, {'name': 'Rush'}]",6.0,5.0,Dragon,,,Descent of Dragons,,
8806,Flik Skyshiv,Descent of Dragons,Minion,[x]<b>Battlecry:</b> Destroy a\nminion and all copies of it\n<i>(wherever they are)</i>.,Rogue,Legendary,4.0,[{'name': 'Battlecry'}],6.0,4.0,,,,Descent of Dragons,,
8807,Gyrocopter,Descent of Dragons,Minion,<b>Rush</b>\n<b>Windfury</b>,Neutral,Common,5.0,"[{'name': 'Rush'}, {'name': 'Windfury'}]",6.0,4.0,Mech,,,Descent of Dragons,,
8808,Kronx Dragonhoof,Descent of Dragons,Minion,"[x]<b>Battlecry:</b> Draw Galakrond.\nIf you're already Galakrond,\nunleash a Devastation.",Neutral,Legendary,6.0,[{'name': 'Battlecry'}],6.0,6.0,,,,Descent of Dragons,,
8810,Nithogg,Descent of Dragons,Minion,[x]<b>Battlecry:</b> Summon two\n0/3 Eggs. Next turn they\nhatch into 4/4 Drakes\nwith <b>Rush</b>.,Shaman,Legendary,5.0,"[{'name': 'Battlecry'}, {'name': 'Rush'}]",6.0,5.0,Dragon,,,Descent of Dragons,,
8811,Utgarde Grapplesniper,Descent of Dragons,Minion,"<b>Battlecry:</b> Both players draw a card. If it's a Dragon, summon it.",Neutral,Rare,5.0,[{'name': 'Battlecry'}],6.0,5.0,,,,Descent of Dragons,,
8812,Veranus,Descent of Dragons,Minion,<b>Battlecry:</b> Change the Health of all enemy minions to 1.,Hunter,Legendary,6.0,[{'name': 'Battlecry'}],6.0,7.0,Dragon,,,Descent of Dragons,,
8813,Evasive Drakonid,Descent of Dragons,Minion,<b>Taunt</b>\nCan't be targeted by spells or Hero Powers.,Neutral,Common,7.0,[{'name': 'Taunt'}],7.0,7.0,Dragon,,,Descent of Dragons,,
8829,Goru the Mightree,Descent of Dragons,Minion,"[x]<b>Taunt</b>\n<b>Battlecry:</b> For the rest of\nthe game, your Treants\nhave +1/+1.",Druid,Legendary,10.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",7.0,5.0,,,,Descent of Dragons,,
8830,Lightforged Crusader,Descent of Dragons,Minion,"[x]<b>Battlecry:</b> If your deck has\nno Neutral cards, add 5\nrandom Paladin cards\nto your hand.",Paladin,Epic,7.0,[{'name': 'Battlecry'}],7.0,7.0,,,,Descent of Dragons,,
8832,Shu'ma,Descent of Dragons,Minion,"At the end of your turn,\nfill your board with 1/1_Tentacles.",Neutral,Legendary,7.0,,7.0,1.0,,,,Descent of Dragons,,
8833,Valdris Felgorge,Descent of Dragons,Minion,<b>Battlecry:</b> Increase your maximum hand size to 12. Draw 4 cards.,Warlock,Legendary,4.0,[{'name': 'Battlecry'}],7.0,4.0,,,,Descent of Dragons,,
8834,"Deathwing, Mad Aspect",Descent of Dragons,Minion,<b>Battlecry:</b> Attack ALL\nother minions.,Warrior,Legendary,12.0,[{'name': 'Battlecry'}],8.0,12.0,Dragon,,,Descent of Dragons,,
8835,Mana Giant,Descent of Dragons,Minion,[x]Costs (1) less for each\ncard you've played this\ngame that didn't start\nin your deck.,Mage,Epic,8.0,,8.0,8.0,Elemental,,,Descent of Dragons,,
8836,Murozond the Infinite,Descent of Dragons,Minion,<b>Battlecry:</b> Play all cards your opponent played last_turn.,Priest,Legendary,8.0,[{'name': 'Battlecry'}],8.0,8.0,Dragon,,,Descent of Dragons,,
8839,Twin Tyrant,Descent of Dragons,Minion,<b>Battlecry:</b> Deal 4 damage to two random enemy minions.,Neutral,Common,10.0,[{'name': 'Battlecry'}],8.0,4.0,Dragon,,,Descent of Dragons,,
8840,Zzeraku the Warped,Descent of Dragons,Minion,"[x]Whenever your hero\ntakes damage, summon\na 6/6 Nether Drake.",Warlock,Legendary,12.0,,8.0,4.0,Dragon,,,Descent of Dragons,,
8841,Dragonqueen Alexstrasza,Descent of Dragons,Minion,"[x]<b>Battlecry:</b> If your deck has\nno duplicates, add 2 other\nrandom Dragons to your\nhand. They cost (0).",Neutral,Legendary,8.0,[{'name': 'Battlecry'}],9.0,8.0,Dragon,,,Descent of Dragons,,
8843,Sathrovarr,Descent of Dragons,Minion,"<b>Battlecry:</b> Choose a friendly minion. Add a copy of it to_your hand, deck, and battlefield.",Neutral,Legendary,5.0,[{'name': 'Battlecry'}],9.0,5.0,Demon,,,Descent of Dragons,,
8844,"Ysera, Unleashed",Descent of Dragons,Minion,"[x]<b>Battlecry:</b> Shuffle 7 Dream\nPortals into your deck.\nWhen drawn, summon\na random Dragon.",Druid,Legendary,12.0,[{'name': 'Battlecry'}],9.0,4.0,Dragon,,,Descent of Dragons,,
8979,Boom Squad,Galakrond's Awakening,Spell,"<b>Discover</b> a <b>Lackey</b>, Mech, or Dragon.",Warrior,Common,,[{'name': 'Discover'}],1.0,,,,,Galakrond's Awakening,,
8982,Cleric of Scales,Galakrond's Awakening,Minion,"<b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b> a spell from your deck.",Priest,Rare,1.0,"[{'name': 'Battlecry'}, {'name': 'Discover'}]",1.0,1.0,,,,Galakrond's Awakening,,
8987,Fiendish Servant,Galakrond's Awakening,Minion,[x]<b>Deathrattle:</b> Give this\nminion's Attack to a random\nfriendly minion.,Warlock,Common,1.0,[{'name': 'Deathrattle'}],1.0,2.0,Demon,,,Galakrond's Awakening,,
9000,Risky Skipper,Galakrond's Awakening,Minion,"After you play a minion, deal 1 damage to all_minions.",Warrior,Rare,3.0,,1.0,1.0,Pirate,,,Galakrond's Awakening,,
9010,Air Raid,Galakrond's Awakening,Spell,<b>Twinspell</b>\nSummon two 1/1 Silver_Hand Recruits with <b>Taunt</b>.,Paladin,Rare,,"[{'name': 'Twinspell'}, {'name': 'Taunt'}]",2.0,,,,,Galakrond's Awakening,,
9020,Explosive Evolution,Galakrond's Awakening,Spell,Transform a minion into a random one that costs (3) more.,Shaman,Common,,,2.0,,,Nature,,Galakrond's Awakening,,
9021,Fresh Scent,Galakrond's Awakening,Spell,<b>Twinspell</b>\nGive a Beast +2/+2.,Hunter,Common,,[{'name': 'Twinspell'}],2.0,,,,,Galakrond's Awakening,,
9032,Licensed Adventurer,Galakrond's Awakening,Minion,"[x]<b>Battlecry:</b> If you control\na <b>Quest</b>, add a Coin\nto your hand.",Neutral,Rare,2.0,"[{'name': 'Battlecry'}, {'name': 'Quest'}]",2.0,3.0,,,,Galakrond's Awakening,,
9042,Rising Winds,Galakrond's Awakening,Spell,<b>Twinspell</b>\n<b>Choose One -</b> Draw a card; or Summon a 3/2_Eagle.,Druid,Common,,[{'name': 'Twinspell'}],2.0,,,,,Galakrond's Awakening,,
9044,Shotbot,Galakrond's Awakening,Minion,<b>Reborn</b>,Paladin,Common,2.0,[{'name': 'Reborn'}],2.0,2.0,Mech,,,Galakrond's Awakening,,
9045,Skyvateer,Galakrond's Awakening,Minion,<b>Stealth</b>\n<b>Deathrattle:</b> Draw a card.,Rogue,Common,3.0,"[{'name': 'Deathrattle'}, {'name': 'Stealth'}]",2.0,1.0,Pirate,,,Galakrond's Awakening,,
9046,Steel Beetle,Galakrond's Awakening,Minion,"<b>Battlecry:</b> If you're holding a spell that costs (5) or more, gain 5 Armor.",Druid,Rare,3.0,[{'name': 'Battlecry'}],2.0,2.0,Beast,,,Galakrond's Awakening,,
9056,Twisted Knowledge,Galakrond's Awakening,Spell,<b>Discover</b> 2 Warlock cards.,Warlock,Common,,[{'name': 'Discover'}],2.0,,,Shadow,,Galakrond's Awakening,,
9060,Waxmancy,Galakrond's Awakening,Spell,<b>Discover</b> a <b>Battlecry</b> minion. Reduce its Cost by (2).,Rogue,Common,,"[{'name': 'Discover'}, {'name': 'Battlecry'}]",2.0,,,,,Galakrond's Awakening,,
9062,Arcane Amplifier,Galakrond's Awakening,Minion,Your Hero Power deals 2_extra damage.,Mage,Common,5.0,,3.0,2.0,Elemental,,,Galakrond's Awakening,,
9064,Bomb Wrangler,Galakrond's Awakening,Minion,"Whenever this minion takes damage, summon a_1/1 Boom Bot.",Warrior,Rare,3.0,,3.0,2.0,,,,Galakrond's Awakening,,
9066,Chaos Gazer,Galakrond's Awakening,Minion,[x]<b>Battlecry:</b> Curse a\nplayable card in your\nopponent's hand. They\nhave 1 turn to play it!,Warlock,Epic,3.0,[{'name': 'Battlecry'}],3.0,4.0,Demon,,,Galakrond's Awakening,,
